Site,Date,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM
29,8/22/2007,1446,31.6,14.8,113,,
30,8/22/2007,1421,31.8,15.0,102,,
41,8/28/2007,1223,31.4,25.8,52,,
36,8/28/2007,1400,35.2,20.7,31,,
37,8/28/2007,1330,34.4,24.9,38,,
40,8/28/2007,1300,32.8,22.5,44,,
1,8/29/2007,1047,30.5,12.8,132,,
11,8/29/2007,1418,32.3,23.4,63,,
2,8/29/2007,1104,30.8,12.7,135,,
12,8/29/2007,1301,31.1,20.3,107,,
3,8/29/2007,1143,30.8,13.2,148,,
13,8/29/2007,1338,31.2,20.3,117,,
4,8/29/2007,1008,30.00,11.3,123,,
14,8/29/2007,1505,32.80,20.8,50,,
5,8/29/2007,1128,31.9,12.6,110,,
15,8/29/2007,1632,32.3,27.0,75,,
6,8/29/2007,1031,30.8,12.3,135,,
7,8/29/2007,1159,31.0,13.7,100,,
17,8/29/2007,1520,32.5,27.1,75,,
8,8/29/2007,1221,31.4,14.8,120,,
18,8/29/2007,1558,32.1,27.0,80,,
9,8/29/2007,1241,31.5,16.6,110,,
10,8/29/2007,1431,32.5,20.0,65,,
21,8/30/2007,1424,31.8,36.0,122,,
16,8/30/2007,1240,31.4,27.7,83,,
19,8/30/2007,1325,32.0,30.3,63,,
20,8/30/2007,1353,32.4,35.0,63,,
1,9/20/2007,1038,28.9,11.0,150,,
11,9/20/2007,1201,30.0,16.0,90,,
21,9/20/2007,1302,28.8,36.7,152,,
2,9/20/2007,1044,29.0,12.2,160,,
12,9/20/2007,1140,29.2,20.4,129,,
3,9/20/2007,1105,28.8,12.6,170,,
13,9/20/2007,1146,29.2,20.2,133,,
4,9/20/2007,1029,28.90,10.6,135,,
14,9/20/2007,1225,29.50,25.8,85,,
5,9/20/2007,1100,29.2,12.1,130,,
15,9/20/2007,1248,29.4,26.6,104,,
6,9/20/2007,1022,29.0,11.0,150,,
16,9/20/2007,1242,29.4,36.0,115,,
7,9/20/2007,1112,29.5,13.5,113,,
17,9/20/2007,1230,29.5,28.7,109,,
8,9/20/2007,1118,29.3,16.6,137,,
18,9/20/2007,1245,29.6,30.6,106,,
9,9/20/2007,1131,29.1,16.4,129,,
19,9/20/2007,1252,30.0,36.2,92,,
20,9/20/2007,1257,29.7,36.3,95,,
10,9/20/2007,1208,29.2,25.6,84,,
31,10/5/2007,1500,31.2,9.8,115,,
41,10/5/2007,1040,29.6,20.3,75,,
22,10/5/2007,1700,31.5,11.6,75,,
32,10/5/2007,1435,31.7,9.4,85,,
23,10/5/2007,1643,30.7,11.5,130,,
33,10/5/2007,1421,31.6,8.9,97,,
24,10/5/2007,1638,30.8,11.5,130,,
34,10/5/2007,1414,32.7,9.5,100,,
35,10/5/2007,1425,31.60,8.7,105,,
25,10/5/2007,1540,30.3,11.4,160,,
36,10/5/2007,1117,30.2,20.1,56,,
37,10/5/2007,1111,30.0,14.1,58,,
26,10/5/2007,1527,30.4,10.4,132,,
38,10/5/2007,1124,29.9,14.9,56,,
27,10/5/2007,1533,30.1,11.5,190,,
39,10/5/2007,1129,29.5,14.4,58,,
28,10/5/2007,1648,30.8,11.4,180,,
40,10/5/2007,1055,29.5,17.8,65,,
29,10/5/2007,1518,31.3,9.9,137,,
30,10/5/2007,1508,30.7,9.6,127,,
1,11/15/2007,1313,24.2,4.5,140,,
21,11/15/2007,922,23.5,23.9,130,,
2,11/15/2007,1302,24.0,4.8,145,,
12,11/15/2007,1429,25.0,8.5,112,,
3,11/15/2007,1249,23.9,4.7,165,,
13,11/15/2007,1433,25.3,9.4,125,,
4,11/15/2007,1318,24.20,3.9,135,,
14,11/15/2007,1057,23.40,7.9,54,,
5,11/15/2007,1258,24.4,4.8,135,,
15,11/15/2007,1009,23.3,14.3,81,,
6,11/15/2007,1322,24.6,4.1,135,,
16,11/15/2007,956,23.0,12.7,88,,
7,11/15/2007,1244,24.6,4.7,120,,
17,11/15/2007,1031,24.4,12.0,82,,
8,11/15/2007,1218,24.3,4.9,127,,
18,11/15/2007,1001,23.4,14.4,83,,
9,11/15/2007,1213,24.3,6.4,115,,
19,11/15/2007,945,22.6,14.8,75,,
20,11/15/2007,933,23.6,23.6,70,,
10,11/15/2007,1158,24.3,7.6,70,,
31,11/20/2007,1333,23.7,10.2,93,,
32,11/20/2007,1254,24.0,10.2,43,,
33,11/20/2007,1210,23.2,11.0,72,,
34,11/20/2007,1139,23.3,11.3,63,,
35,11/20/2007,1229,23.20,11.0,72,,
29,11/20/2007,1409,24.0,10.2,108,,
30,11/20/2007,1349,23.8,10.3,100,,
22,11/23/2007,930,23.3,11.9,50,,
23,11/23/2007,1000,23.7,11.6,95,,
24,11/23/2007,1015,23.7,11.6,95,,
25,11/23/2007,1035,23.1,11.4,130,,
26,11/23/2007,1105,23.3,11.3,105,,
27,11/23/2007,1050,23.3,11.3,150,,
28,11/23/2007,945,23.6,11.6,140,,
41,11/29/2007,1350,28.8,19.1,52,,
36,11/29/2007,1200,28.5,15.7,35,,
37,11/29/2007,1240,28.9,17.5,42,,
38,11/29/2007,1130,27.8,13.0,35,,
39,11/29/2007,1056,26.1,17.3,30,,
40,11/29/2007,1315,28.6,17.4,43,,
1,12/15/2007,914,25.0,5.1,132,,
21,12/15/2007,1142,25.4,24.9,124,,
2,12/15/2007,919,25.1,5.2,132,,
12,12/15/2007,1029,25.3,8.5,107,,
3,12/15/2007,938,25.1,5.3,145,,
13,12/15/2007,1032,25.4,9.0,117,,
4,12/15/2007,903,24.80,5.3,113,,
14,12/15/2007,1100,25.30,13.6,60,,
5,12/15/2007,932,25.0,5.3,101,,
15,12/15/2007,1126,25.3,15.0,85,,
6,12/15/2007,908,24.9,5.1,128,,
16,12/15/2007,1116,25.2,24.6,90,,
7,12/15/2007,943,25.3,5.4,93,,
17,12/15/2007,1105,25.8,18.3,83,,
8,12/15/2007,1000,25.4,7.8,108,,
18,12/15/2007,1122,25.3,17.9,87,,
9,12/15/2007,1015,25.5,6.7,111,,
19,12/15/2007,1131,25.5,24.3,80,,
20,12/15/2007,1134,25.5,24.2,72,,
10,12/15/2007,1044,25.2,12.8,65,,
31,12/18/2007,1022,17.0,10.7,81,,
22,12/18/2007,1127,16.6,12.3,47,,
32,12/18/2007,955,17.2,11.6,37,,
23,12/18/2007,1112,17.1,11.7,85,,
33,12/18/2007,944,16.0,12.3,59,,
24,12/18/2007,1109,18.3,11.6,89,,
34,12/18/2007,939,16.2,12.8,56,,
35,12/18/2007,946,16.40,12.3,68,,
25,12/18/2007,1057,18.8,11.7,122,,
26,12/18/2007,1047,17.2,11.7,95,,
27,12/18/2007,1052,18.6,11.7,141,,
28,12/18/2007,1115,18.6,11.6,132,,
29,12/18/2007,1040,17.5,10.6,100,,
30,12/18/2007,1030,17.4,10.5,91,,
31,1/9/2008,1126,22.3,11.7,82,,
22,1/9/2008,1333,22.9,12.6,42,,
32,1/9/2008,1101,22.7,16.9,42,,
23,1/9/2008,1313,22.1,12.1,81,,
33,1/9/2008,1046,22.1,17.2,67,,
24,1/9/2008,1307,22.6,12.1,88,,
34,1/9/2008,1041,22.0,17.4,61,,
35,1/9/2008,1049,21.30,17.1,70,,
25,1/9/2008,1201,21.2,12.0,121,,
26,1/9/2008,1153,21.6,11.9,90,,
27,1/9/2008,1157,21.4,12.0,140,,
28,1/9/2008,1318,21.5,12.1,127,,
29,1/9/2008,1145,22.1,11.4,90,,
30,1/9/2008,1132,22.2,11.4,88,,
1,1/24/2008,1313,24.1,7.1,133,,
2,1/24/2008,1325,24.2,7.2,135,,
12,1/24/2008,1456,25.0,16.8,110,,
3,1/24/2008,1341,24.0,7.6,148,,
13,1/24/2008,1500,25.0,16.7,115,,
4,1/24/2008,1318,24.40,6.8,120,,
5,1/24/2008,1336,25.0,7.4,109,,
6,1/24/2008,1309,24.3,6.9,131,,
7,1/24/2008,1347,25.2,8.6,90,,
17,1/24/2008,1657,25.3,22.7,82,,
8,1/24/2008,1432,25.4,12.7,107,,
9,1/24/2008,1443,25.7,13.2,99,,
10,1/24/2008,1511,25.8,20.4,70,,
31,2/4/2008,1203,25.4,21.0,75,,
32,2/4/2008,1119,25.0,27.6,35,,
23,2/4/2008,1428,26.0,12.7,70,,
33,2/4/2008,1038,24.4,26.4,55,,
24,2/4/2008,1355,25.6,12.7,80,,
34,2/4/2008,956,24.4,25.8,50,,
35,2/4/2008,946,23.90,26.8,60,,
25,2/4/2008,1334,24.6,12.6,110,,
26,2/4/2008,1303,24.6,12.8,90,,
27,2/4/2008,1318,24.1,12.7,135,,
28,2/4/2008,1447,24.6,12.8,120,,
29,2/4/2008,1244,25.0,14.3,90,,
30,2/4/2008,1224,25.1,15.7,80,,
41,2/6/2008,1229,25.7,33.4,60,,
36,2/6/2008,1056,24.4,34.4,40,,
37,2/6/2008,1119,25.0,34.4,47,,
38,2/6/2008,1029,23.8,34.1,40,,
39,2/6/2008,958,23.2,34.1,45,,
40,2/6/2008,1150,25.4,34.9,50,,
31,3/7/2008,1224,27.5,20.5,65,,
41,3/7/2008,1037,25.6,37.8,70,,
22,3/7/2008,1412,29.1,12.7,30,,
32,3/7/2008,1201,27.1,32.5,55,,
23,3/7/2008,1359,28.1,13.4,70,,
33,3/7/2008,1151,26.7,30.5,65,,
24,3/7/2008,1355,27.6,13.2,75,,
34,3/7/2008,1147,27.0,31.1,65,,
35,3/7/2008,1154,26.90,31.9,70,,
25,3/7/2008,1253,27.2,13.3,115,,
36,3/7/2008,1056,25.7,37.0,50,,
37,3/7/2008,1050,26.0,36.9,55,,
26,3/7/2008,1245,27.1,14.9,80,,
38,3/7/2008,1101,25.7,37.7,55,,
27,3/7/2008,1249,26.5,13.4,130,,
39,3/7/2008,1108,25.9,35.1,60,,
28,3/7/2008,1402,27.3,13.3,120,,
40,3/7/2008,1040,25.7,38.8,65,,
29,3/7/2008,1239,27.0,17.0,88,,
30,3/7/2008,1231,27.3,18.0,80,,
1,4/4/2008,1154,26.1,12.1,120,,
11,4/4/2008,1313,28.5,23.3,50,,
21,4/4/2008,900,25.3,35.6,120,,
2,4/4/2008,1159,26.2,11.7,130,,
12,4/4/2008,1255,26.8,26.2,100,,
3,4/4/2008,1214,26.3,12.1,135,,
13,4/4/2008,1258,26.7,25.0,110,,
4,4/4/2008,1147,26.30,12.0,112,,
14,4/4/2008,956,25.40,36.0,50,,
5,4/4/2008,1208,27.0,12.1,95,,
15,4/4/2008,932,25.1,34.7,72,,
6,4/4/2008,1140,25.9,11.7,110,,
16,4/4/2008,927,24.7,35.5,80,,
7,4/4/2008,1221,27.5,16.5,100,,
17,4/4/2008,946,25.5,36.2,75,,
8,4/4/2008,1228,27.3,23.5,100,,
18,4/4/2008,941,25.2,36.2,75,,
9,4/4/2008,1242,26.9,20.8,93,,
19,4/4/2008,913,24.6,34.3,61,,
20,4/4/2008,906,25.0,33.4,70,,
10,4/4/2008,1013,25.3,35.0,50,,
31,4/23/2008,1117,25.3,42.8,70,,
22,4/23/2008,1258,30.9,16.6,30,,
32,4/23/2008,1046,25.9,47.3,51,,
23,4/23/2008,1245,27.0,16.0,65,,
33,4/23/2008,1033,25.5,46.8,65,,
24,4/23/2008,1242,26.8,16.0,75,,
34,4/23/2008,1027,25.2,46.1,70,,
35,4/23/2008,1037,25.60,47.0,75,,
25,4/23/2008,1150,25.5,16.4,110,,
26,4/23/2008,1141,25.5,17.0,75,,
27,4/23/2008,1146,25.9,17.1,130,,
28,4/23/2008,1249,26.6,15.9,115,,
29,4/23/2008,1133,26.8,34.0,80,,
30,4/23/2008,1123,26.0,38.0,75,,
31,5/28/2008,953,26.2,59.9,65,,
22,5/28/2008,1157,27.3,23.9,30,,
23,5/28/2008,1146,27.0,24.1,65,,
24,5/28/2008,1143,27.5,24.1,68,,
25,5/28/2008,1029,26.2,24.5,107,,
26,5/28/2008,1018,26.2,25.1,75,,
27,5/28/2008,1023,26.1,23.8,125,,
28,5/28/2008,1150,26.6,23.9,110,,
29,5/28/2008,1010,26.4,51.4,78,,
30,5/28/2008,959,26.3,57.2,70,,
1,6/4/2008,1042,29.1,24.4,123,,
11,6/4/2008,1204,31.3,38.8,85,,
21,6/4/2008,1327,31.2,47.4,120,,
2,6/4/2008,1045,29.2,25.3,139,,
12,6/4/2008,1149,29.7,39.2,105,,
3,6/4/2008,1108,29.4,26.4,145,,
13,6/4/2008,1153,30.2,38.7,115,,
4,6/4/2008,1036,29.20,24.5,122,,
14,6/4/2008,1235,31.50,46.4,50,,
5,6/4/2008,1059,29.6,26.4,101,,
15,6/4/2008,1252,31.5,45.4,75,,
6,6/4/2008,1030,29.0,24.3,130,,
16,6/4/2008,1257,31.5,46.8,80,,
7,6/4/2008,1112,30.0,28.0,75,,
17,6/4/2008,1239,31.2,46.5,75,,
8,6/4/2008,1116,30.1,33.0,125,,
18,6/4/2008,1249,31.3,46.0,75,,
9,6/4/2008,1137,30.0,35.5,110,,
19,6/4/2008,1302,31.5,47.1,68,,
20,6/4/2008,1310,31.5,47.0,58,,
10,6/4/2008,1214,30.2,46.4,65,,
41,6/10/2008,1100,29.3,62.0,45,,
37,6/10/2008,1216,31.8,64.5,32,,
40,6/10/2008,1113,30.4,64.9,38,,
31,6/24/2008,1314,32.5,47.9,70,,
22,6/24/2008,1451,32.6,24.6,47,,
32,6/24/2008,1228,32.7,47.5,45,,
23,6/24/2008,1441,31.1,25.1,78,,
33,6/24/2008,1140,31.8,48.9,65,,
24,6/24/2008,1435,31.6,25.3,83,,
34,6/24/2008,1115,31.6,51.1,65,,
35,6/24/2008,1207,31.70,49.2,72,,
25,6/24/2008,1344,31.2,26.9,118,,
26,6/24/2008,1337,31.4,27.6,85,,
27,6/24/2008,1348,31.2,27.6,135,,
28,6/24/2008,1444,31.2,25.2,130,,
29,6/24/2008,1328,31.9,53.3,90,,
30,6/24/2008,1320,31.9,52.6,85,,
1,7/8/2008,941,28.5,27.7,140,,
11,7/8/2008,1031,29.3,35.3,75,,
21,7/8/2008,1201,29.6,40.1,120,,
2,7/8/2008,945,28.9,27.8,140,,
12,7/8/2008,1024,29.0,36.4,110,,
3,7/8/2008,957,29.1,28.3,155,,
13,7/8/2008,1026,29.1,36.5,120,,
4,7/8/2008,934,28.70,27.5,130,,
14,7/8/2008,1100,30.00,37.9,60,,
5,7/8/2008,954,29.5,27.9,115,,
15,7/8/2008,1124,29.0,38.3,85,,
6,7/8/2008,929,28.5,27.5,140,,
16,7/8/2008,1132,29.1,39.2,88,,
7,7/8/2008,1004,29.3,30.3,100,,
17,7/8/2008,1106,29.2,38.9,80,,
8,7/8/2008,1009,29.3,33.2,125,,
18,7/8/2008,1118,29.5,38.3,85,,
9,7/8/2008,1016,29.2,33.9,110,,
19,7/8/2008,1141,29.4,39.1,75,,
20,7/8/2008,1148,29.2,35.5,65,,
10,7/8/2008,1048,29.5,37.6,75,,
1,8/5/2008,920,29.0,30.6,150,,
11,8/5/2008,1018,30.0,38.0,85,,
21,8/5/2008,1113,29.1,41.8,135,,
41,8/5/2008,1241,29.1,43.8,68,,
2,8/5/2008,923,29.3,30.8,155,,
12,8/5/2008,1007,27.5,34.9,125,,
3,8/5/2008,943,29.1,31.9,170,,
13,8/5/2008,1010,29.2,38.3,135,,
4,8/5/2008,916,28.50,29.6,145,,
14,8/5/2008,1040,28.70,36.6,75,,
5,8/5/2008,934,30.3,32.6,125,,
15,8/5/2008,1056,28.6,34.8,90,,
36,8/5/2008,1205,30.7,44.2,60,,
6,8/5/2008,911,28.7,30.1,150,,
16,8/5/2008,1059,28.5,38.0,98,,
37,8/5/2008,1217,30.8,44.5,50,,
7,8/5/2008,948,29.1,32.6,120,,
17,8/5/2008,1045,29.9,38.4,90,,
38,8/5/2008,1157,31.0,42.4,51,,
8,8/5/2008,951,26.5,36.1,130,,
18,8/5/2008,1053,28.8,38.5,90,,
39,8/5/2008,1142,28.6,42.5,55,,
9,8/5/2008,1000,29.6,36.8,140,,
19,8/5/2008,1102,28.8,39.8,85,,
40,8/5/2008,1227,31.7,44.8,60,,
20,8/5/2008,1104,29.0,40.9,72,,
10,8/5/2008,1029,28.6,37.1,90,,
31,8/7/2008,1057,31.2,40.7,90,,
22,8/7/2008,1253,32.1,27.2,60,,
32,8/7/2008,1027,33.5,42.5,60,,
23,8/7/2008,1231,34.8,27.6,90,,
33,8/7/2008,1016,32.8,46.2,75,,
24,8/7/2008,1228,34.4,27.7,95,,
34,8/7/2008,1012,30.4,44.2,75,,
35,8/7/2008,1020,31.60,41.8,80,,
25,8/7/2008,1126,32.2,27.8,135,,
26,8/7/2008,1118,32.2,27.9,105,,
27,8/7/2008,1123,31.1,27.7,150,,
28,8/7/2008,1235,33.4,28.1,140,,
29,8/7/2008,1107,32.5,42.5,105,,
30,8/7/2008,1102,31.2,43.2,100,,
31,8/27/2008,834,31.7,19.6,110,,
22,8/27/2008,1104,32.2,20.3,80,,
23,8/27/2008,1038,31.7,19.0,111,,
24,8/27/2008,1022,31.6,20.1,120,,
25,8/27/2008,1000,31.4,22.3,156,,
26,8/27/2008,930,31.2,22.8,130,,
27,8/27/2008,944,31.6,22.5,172,,
28,8/27/2008,1048,32.4,20.6,159,,
29,8/27/2008,914,31.7,19.8,132,,
30,8/27/2008,856,31.7,20.2,120,,
41,8/28/2008,1132,32.0,31.5,63,,
32,8/28/2008,1519,34.6,21.1,80,,
33,8/28/2008,1453,34.7,23.5,92,,
34,8/28/2008,1437,34.3,26.9,92,,
35,8/28/2008,1506,35.40,23.1,108,,
36,8/28/2008,1305,34.4,23.7,50,,
37,8/28/2008,1242,33.7,26.1,60,,
38,8/28/2008,1325,34.9,24.1,50,,
39,8/28/2008,1346,34.2,23.8,55,,
40,8/28/2008,1210,32.5,29.0,55,,
31,9/2/2008,1255,30.8,20.4,110,,
41,9/2/2008,1022,29.1,24.2,70,,
22,9/2/2008,1501,31.7,21.1,95,,
32,9/2/2008,1225,30.5,20.1,75,,
23,9/2/2008,1444,30.8,21.3,120,,
33,9/2/2008,1211,30.2,21.7,90,,
24,9/2/2008,1439,30.6,21.3,135,,
34,9/2/2008,1204,30.4,22.0,105,,
35,9/2/2008,1217,30.10,21.8,100,,
25,9/2/2008,1331,30.4,21.5,165,,
36,9/2/2008,1101,30.0,21.0,50,,
37,9/2/2008,1050,29.5,22.2,60,,
26,9/2/2008,1322,30.7,21.2,130,,
38,9/2/2008,1107,30.0,20.9,50,,
27,9/2/2008,1326,30.6,21.6,175,,
39,9/2/2008,1118,29.6,23.5,55,,
28,9/2/2008,1451,30.5,21.7,165,,
40,9/2/2008,1032,29.0,23.0,60,,
29,9/2/2008,1314,30.8,20.7,145,,
30,9/2/2008,1302,30.5,20.7,120,,
1,9/18/2008,1046,29.4,21.2,165,,
11,9/18/2008,1141,31.7,20.7,95,,
21,9/18/2008,1256,30.5,34.4,130,,
2,9/18/2008,1050,29.3,21.5,170,,
12,9/18/2008,1156,29.7,22.4,135,,
3,9/18/2008,1110,29.8,21.8,180,,
13,9/18/2008,1147,30.1,23.0,140,,
4,9/18/2008,1039,28.60,18.2,145,,
14,9/18/2008,1212,29.70,23.2,80,,
5,9/18/2008,1101,29.9,21.7,150,,
15,9/18/2008,1229,27.7,29.4,95,,
6,9/18/2008,1034,29.8,20.9,160,,
16,9/18/2008,1233,29.9,27.1,100,,
7,9/18/2008,1115,29.7,20.6,120,,
17,9/18/2008,1218,30.3,27.0,92,,
8,9/18/2008,1120,29.5,21.7,145,,
18,9/18/2008,1226,30.0,28.1,100,,
9,9/18/2008,1129,29.9,22.8,140,,
19,9/18/2008,1238,29.8,26.4,80,,
20,9/18/2008,1243,31.4,33.0,80,,
10,9/18/2008,1200,30.2,23.2,90,,
1,10/7/2008,1101,28.3,16.6,160,,
11,10/7/2008,1206,29.5,13.0,90,,
21,10/7/2008,1331,29.2,32.4,130,,
2,10/7/2008,1108,28.5,17.0,170,,
12,10/7/2008,1214,29.0,20.1,125,,
3,10/7/2008,1127,28.8,17.3,180,,
13,10/7/2008,1157,28.9,20.7,145,,
4,10/7/2008,1030,27.80,12.2,140,,
14,10/7/2008,1236,29.40,20.4,65,,
5,10/7/2008,1122,29.0,17.2,130,,
15,10/7/2008,1300,29.5,22.8,90,,
6,10/7/2008,1025,28.2,15.9,160,,
16,10/7/2008,1306,29.6,22.1,100,,
7,10/7/2008,1133,29.0,16.3,95,,
17,10/7/2008,1241,29.4,20.5,88,,
8,10/7/2008,1140,29.0,17.5,145,,
18,10/7/2008,1256,29.5,22.8,95,,
9,10/7/2008,1147,28.9,18.8,140,,
19,10/7/2008,1310,29.5,23.1,78,,
20,10/7/2008,1319,29.8,30.8,70,,
10,10/7/2008,1218,29.6,20.6,90,,
31,10/8/2008,1243,30.1,18.6,158,,
41,10/8/2008,1046,28.4,23.3,70,,
22,10/8/2008,1441,30.1,17.9,70,,
32,10/8/2008,1206,29.4,18.8,75,,
23,10/8/2008,1431,30.4,18.0,120,,
33,10/8/2008,1154,29.5,20.3,90,,
24,10/8/2008,1425,30.3,18.0,135,,
34,10/8/2008,1149,30.1,20.7,82,,
35,10/8/2008,1157,29.10,20.1,95,,
25,10/8/2008,1316,30.1,17.8,160,,
36,10/8/2008,1100,29.6,20.1,50,,
37,10/8/2008,1056,29.3,21.9,65,,
26,10/8/2008,1305,30.1,17.8,128,,
38,10/8/2008,1103,29.2,19.1,45,,
27,10/8/2008,1310,29.2,17.7,170,,
39,10/8/2008,1108,28.3,20.2,50,,
28,10/8/2008,1435,29.5,17.9,165,,
40,10/8/2008,1049,28.4,20.3,60,,
29,10/8/2008,1257,29.6,18.1,130,,
30,10/8/2008,1249,29.6,18.4,125,,
1,11/6/2008,1005,22.9,12.8,155,,
11,11/6/2008,1107,23.8,17.4,82,,
21,11/6/2008,1223,23.6,31.4,130,,
2,11/6/2008,1010,23.1,12.8,158,,
12,11/6/2008,1055,23.1,16.8,120,,
3,11/6/2008,1026,23.2,12.7,165,,
13,11/6/2008,1059,23.1,18.2,130,,
4,11/6/2008,1000,23.10,12.4,138,,
14,11/6/2008,1136,23.40,16.6,64,,
5,11/6/2008,1021,23.3,12.7,135,,
15,11/6/2008,1153,23.4,23.0,85,,
6,11/6/2008,955,23.3,12.8,145,,
16,11/6/2008,1157,23.3,23.3,95,,
7,11/6/2008,1032,22.6,12.0,120,,
17,11/6/2008,1141,23.6,21.4,85,,
8,11/6/2008,1038,23.1,13.2,138,,
18,11/6/2008,1145,23.4,23.1,95,,
9,11/6/2008,1047,23.6,14.8,120,,
19,11/6/2008,1201,23.5,31.4,75,,
20,11/6/2008,1210,23.4,30.8,70,,
10,11/6/2008,1120,23.5,16.5,70,,
31,11/10/2008,1026,22.6,19.1,99,,
22,11/10/2008,1229,23.3,19.2,60,,
32,11/10/2008,955,22.3,19.2,55,,
23,11/10/2008,1209,22.8,18.7,110,,
33,11/10/2008,944,21.8,21.5,74,,
24,11/10/2008,1201,23.1,18.5,115,,
34,11/10/2008,938,21.8,21.6,70,,
35,11/10/2008,947,22.00,20.8,82,,
25,11/10/2008,1108,22.6,18.2,140,,
26,11/10/2008,1054,22.3,18.4,110,,
27,11/10/2008,1103,22.7,18.4,160,,
28,11/10/2008,1218,23.0,18.8,150,,
29,11/10/2008,1044,22.3,18.8,120,,
30,11/10/2008,1033,22.6,18.9,112,,
31,12/30/2008,1209,24.4,19.4,80,,
22,12/30/2008,1400,23.8,19.6,42,,
32,12/30/2008,1140,24.4,19.5,30,,
23,12/30/2008,1346,24.8,19.2,93,,
33,12/30/2008,1129,23.5,23.4,57,,
24,12/30/2008,1340,24.4,19.1,95,,
34,12/30/2008,1120,23.6,23.7,50,,
35,12/30/2008,1132,24.00,23.1,62,,
25,12/30/2008,1245,24.3,19.0,125,,
26,12/30/2008,1234,23.5,19.2,95,,
27,12/30/2008,1240,24.0,19.1,141,,
28,12/30/2008,1351,24.7,19.2,131,,
29,12/30/2008,1226,24.3,19.3,101,,
30,12/30/2008,1216,23.6,19.3,90,,
1,1/4/2009,932,21.5,12.9,125,,
11,1/4/2009,Too shallow,Too shallow,Too shallow,Too shallow,,
21,1/4/2009,1203,22.4,34.1,110,,
2,1/4/2009,936,21.6,13.0,135,,
12,1/4/2009,1019,21.9,19.0,95,,
3,1/4/2009,949,21.8,13.2,140,,
13,1/4/2009,1022,21.7,19.4,100,,
4,1/4/2009,926,21.50,12.3,110,,
14,1/4/2009,1049,22.60,21.0,42,,
5,1/4/2009,945,22.0,13.1,110,,
15,1/4/2009,1115,22.1,25.4,63,,
6,1/4/2009,921,21.7,12.7,118,,
16,1/4/2009,1127,22.2,26.1,70,,
7,1/4/2009,955,21.9,13.5,80,,
17,1/4/2009,1055,22.8,25.1,65,,
8,1/4/2009,1000,21.1,14.5,100,,
18,1/4/2009,1108,22.1,25.8,70,,
9,1/4/2009,1009,22.0,15.3,100,,
19,1/4/2009,1139,22.4,32.5,60,,
20,1/4/2009,1148,22.1,33.0,53,,
10,1/4/2009,1034,22.2,19.7,55,,
31,1/29/2009,1238,25.1,20.1,70,,
22,1/29/2009,1428,26.4,19.3,32,,
32,1/29/2009,1208,25.1,20.4,45,,
23,1/29/2009,1413,23.5,19.4,80,,
33,1/29/2009,1153,24.8,23.7,50,,
24,1/29/2009,1408,22.9,19.4,80,,
34,1/29/2009,1144,24.5,26.8,45,,
35,1/29/2009,1158,24.70,21.9,58,,
25,1/29/2009,1317,23.8,19.2,112,,
26,1/29/2009,1304,22.1,19.3,82,,
27,1/29/2009,1312,23.3,19.1,127,,
28,1/29/2009,1417,24.3,19.3,118,,
29,1/29/2009,1256,24.7,19.7,90,,
30,1/29/2009,1245,25.1,19.8,78,,
1,3/31/2009,1050,26.3,22.9,135,,
11,3/31/2009,1207,29.2,35.4,70,,
21,3/31/2009,1346,27.8,42.3,128,,
2,3/31/2009,1059,26.5,23.6,138,,
12,3/31/2009,1153,27.4,38.6,120,,
3,3/31/2009,1108,26.7,24.2,160,,
13,3/31/2009,1158,27.5,38.5,125,,
4,3/31/2009,1044,26.70,22.2,120,,
14,3/31/2009,1243,28.90,40.3,65,,
5,3/31/2009,1115,26.4,23.4,110,,
15,3/31/2009,1304,28.7,42.5,80,,
6,3/31/2009,1029,26.3,21.7,140,,
16,3/31/2009,1313,28.6,42.3,90,,
7,3/31/2009,1124,27.1,24.9,115,,
17,3/31/2009,1248,28.3,41.3,78,,
8,3/31/2009,1134,27.3,34.0,120,,
18,3/31/2009,1259,28.3,42.1,98,,
9,3/31/2009,1142,27.2,32.7,120,,
19,3/31/2009,1318,28.9,42.1,70,,
20,3/31/2009,1327,29.1,42.2,70,,
10,3/31/2009,1222,27.9,39.2,75,,
31,4/6/2009,1241,30.1,50.8,68,,
41,4/6/2009,1020,28.0,50.6,60,,
22,4/6/2009,1509,29.9,26.8,30,,
32,4/6/2009,1213,29.9,51.7,55,,
23,4/6/2009,1449,29.3,26.6,80,,
33,4/6/2009,1147,29.1,51.8,66,,
24,4/6/2009,1443,29.7,26.5,85,,
34,4/6/2009,1141,29.1,53.8,67,,
35,4/6/2009,1152,29.20,50.9,80,,
25,4/6/2009,1325,29.6,27.1,115,,
36,4/6/2009,1045,27.7,44.3,50,,
37,4/6/2009,1039,27.9,45.1,45,,
26,4/6/2009,1311,30.1,27.5,83,,
38,4/6/2009,1050,27.6,43.5,43,,
27,4/6/2009,1318,29.4,27.0,130,,
39,4/6/2009,1100,27.9,47.8,50,,
28,4/6/2009,1458,29.5,26.6,115,,
40,4/6/2009,1027,27.9,47.9,58,,
29,4/6/2009,1300,30.2,51.0,90,,
30,4/6/2009,1248,29.9,50.6,80,,
1,5/13/2009,1143,28.8,33.5,138,,
11,5/13/2009,1408,31.2,49.0,62,,
21,5/13/2009,1543,31.2,49.3,118,,
